program_id,program_name,campus,priority,n_budget_applicants,n_commercial_applicants
36634178506,Современные компьютерные науки,Москва,8,1,2
36634178506,Современные компьютерные науки,Москва,9,2,1
36634178506,Современные компьютерные науки,Москва,11,1,1
36634178506,Современные компьютерные науки,Москва,13,0,1
36635009868,Современные медиаисследования и аналитика,Москва,1,5,2
36635009868,Современные медиаисследования и аналитика,Москва,2,5,1
36635009868,Современные медиаисследования и аналитика,Москва,3,7,1
36635009868,Современные медиаисследования и аналитика,Москва,4,3,1
36635009868,Современные медиаисследования и аналитика,Москва,5,2,0
36635009868,Современные медиаисследования и аналитика,Москва,6,4,1
36635009868,Современные медиаисследования и аналитика,Москва,7,3,0
36635009868,Современные медиаисследования и аналитика,Москва,8,1,0
36635009868,Современные медиаисследования и аналитика,Москва,9,0,1
36635009868,Современные медиаисследования и аналитика,Москва,10,1,0
36635009868,Современные медиаисследования и аналитика,Москва,11,3,0
36635009868,Современные медиаисследования и аналитика,Москва,12,1,0
36635009868,Современные медиаисследования и аналитика,Москва,18,0,1
36635009868,Современные медиаисследования и аналитика,Москва,23,1,0
36635009868,Современные медиаисследования и аналитика,Москва,41,1,0
36635012278,Современные технологии преподавания дизайна и искусства,Москва,1,8,1
36635012278,Современные технологии преподавания дизайна и искусства,Москва,2,7,2
36635012278,Современные технологии преподавания дизайна и искусства,Москва,3,3,1
36635012278,Современные технологии преподавания дизайна и искусства,Москва,4,1,1
36635012278,Современные технологии преподавания дизайна и искусства,Москва,32,1,0
36704612152,Современный социальный анализ,НИУ ВШЭ - Санкт-Петербург,1,11,2
36704612152,Современный социальный анализ,НИУ ВШЭ - Санкт-Петербург,2,3,1
36704612152,Современный социальный анализ,НИУ ВШЭ - Санкт-Петербург,3,1,1
36704612152,Современный социальный анализ,НИУ ВШЭ - Санкт-Петербург,4,1,0
36704612152,Современный социальный анализ,НИУ ВШЭ - Санкт-Петербург,6,1,0
36704612152,Современный социальный анализ,НИУ ВШЭ - Санкт-Петербург,48,1,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,1,3,1
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,2,3,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,3,4,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,4,2,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,5,1,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,6,3,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,13,1,0
36960454475,Социальное предпринимательство и инновации,НИУ ВШЭ - Санкт-Петербург,43,1,0
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,1,12,0
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,2,1,2
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,3,2,0
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,4,2,0
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,5,2,0
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,6,0,1
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,13,1,0
36634819326,Социальный анализ рынков на цифровых и опросных данных,Москва,29,1,0
36634821614,Социология публичной сферы и цифровая аналитика,Москва,1,9,1
36634821614,Социология публичной сферы и цифровая аналитика,Москва,2,12,1
36634821614,Социология публичной сферы и цифровая аналитика,Москва,3,5,1
36634821614,Социология публичной сферы и цифровая аналитика,Москва,4,2,1
36634821614,Социология публичной сферы и цифровая аналитика,Москва,5,2,1
36634821614,Социология публичной сферы и цифровая аналитика,Москва,6,3,0
36634821614,Социология публичной сферы и цифровая аналитика,Москва,23,1,0
36634821614,Социология публичной сферы и цифровая аналитика,Москва,31,1,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,1,8,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,2,3,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,3,6,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,4,7,2
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,5,4,1
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,6,4,1
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,7,3,3
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,8,4,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,9,0,1
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,12,1,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,15,1,0
36634772526,Сравнительное правоведение и фундаментальный правовой анализ,Москва,17,0,1
36634765632,Сравнительные социальные исследования,Москва,1,3,2
36634765632,Сравнительные социальные исследования,Москва,2,3,0
36634765632,Сравнительные социальные исследования,Москва,3,2,1
36634765632,Сравнительные социальные исследования,Москва,4,6,1
36634765632,Сравнительные социальные исследования,Москва,5,1,0
36634765632,Сравнительные социальные исследования,Москва,6,2,0
36634765632,Сравнительные социальные исследования,Москва,7,0,1
36634765632,Сравнительные социальные исследования,Москва,8,1,0
36634765632,Сравнительные социальные исследования,Москва,30,1,0
36634729389,Статистический анализ в экономике,Москва,1,6,1
36634729389,Статистический анализ в экономике,Москва,2,9,1
36634729389,Статистический анализ в экономике,Москва,3,10,0
36634729389,Статистический анализ в экономике,Москва,4,6,1
36634729389,Статистический анализ в экономике,Москва,5,6,1
36634729389,Статистический анализ в экономике,Москва,6,5,2
36634729389,Статистический анализ в экономике,Москва,7,3,2
36634729389,Статистический анализ в экономике,Москва,8,2,0
36634729389,Статистический анализ в экономике,Москва,9,1,1
36634729389,Статистический анализ в экономике,Москва,11,1,0
36634729389,Статистический анализ в экономике,Москва,12,0,1
36634729389,Статистический анализ в экономике,Москва,13,1,0
36634729389,Статистический анализ в экономике,Москва,15,2,1
36634729389,Статистический анализ в экономике,Москва,26,1,0
36634729389,Статистический анализ в экономике,Москва,34,0,1
36634731597,Стохастическое моделирование в экономике и финансах,Москва,1,9,2
36634731597,Стохастическое моделирование в экономике и финансах,Москва,2,11,1
36634731597,Стохастическое моделирование в экономике и финансах,Москва,3,7,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,4,10,2
36634731597,Стохастическое моделирование в экономике и финансах,Москва,5,1,1
36634731597,Стохастическое моделирование в экономике и финансах,Москва,6,3,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,7,3,1
36634731597,Стохастическое моделирование в экономике и финансах,Москва,8,1,2
36634731597,Стохастическое моделирование в экономике и финансах,Москва,10,1,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,11,1,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,16,0,1
36634731597,Стохастическое моделирование в экономике и финансах,Москва,17,1,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,19,1,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,28,1,0
36634731597,Стохастическое моделирование в экономике и финансах,Москва,37,0,1
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,1,31,13
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,2,25,9
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,3,13,5
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,4,8,9
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,5,6,2
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,6,1,0
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,7,1,1
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,8,1,2
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,9,2,2
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,10,1,1
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,11,1,1
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,12,2,0
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,14,1,0
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,17,1,0
36634741150,Стратегический менеджмент: инвестиции и консалтинг,Москва,24,1,0
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,1,11,2
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,2,3,0
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,3,3,1
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,4,2,0
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,5,1,0
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,6,2,0
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,15,1,0
36704611554,Стратегическое управление логистикой и цепями поставок,НИУ ВШЭ - Санкт-Петербург,45,1,0
36634764938,Стратегическое управление финансами фирмы,Москва,1,26,13
36634764938,Стратегическое управление финансами фирмы,Москва,2,19,9
36634764938,Стратегическое управление финансами фирмы,Москва,3,5,2
36634764938,Стратегическое управление финансами фирмы,Москва,4,4,2
36634764938,Стратегическое управление финансами фирмы,Москва,5,6,3
36634764938,Стратегическое управление финансами фирмы,Москва,6,3,0
36634764938,Стратегическое управление финансами фирмы,Москва,7,3,1
36634764938,Стратегическое управление финансами фирмы,Москва,8,2,0
36634764938,Стратегическое управление финансами фирмы,Москва,9,4,2
36634764938,Стратегическое управление финансами фирмы,Москва,10,1,0
36634764938,Стратегическое управление финансами фирмы,Москва,11,0,1
36634764938,Стратегическое управление финансами фирмы,Москва,13,1,0
36634764938,Стратегическое управление финансами фирмы,Москва,15,1,0
36634764938,Стратегическое управление финансами фирмы,Москва,16,1,0
36634764938,Стратегическое управление финансами фирмы,Москва,18,1,0
36634764938,Стратегическое управление финансами фирмы,Москва,22,1,0
36634629125,Теория языка и полевая лингвистика,Москва,1,6,4
36634629125,Теория языка и полевая лингвистика,Москва,2,5,2
36634629125,Теория языка и полевая лингвистика,Москва,3,3,1
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,1,2,0
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,2,2,1
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,3,7,2
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,4,6,1
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,5,2,0
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,6,4,2
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,7,4,0
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,8,4,0
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,9,1,0
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,10,2,1
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,11,1,0
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,13,0,1
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,15,0,1
36634168709,Технологии искусственного интеллекта в телекоммуникациях,Москва,19,0,1
36971549759,Умные устройства: аппаратная разработка,Москва,1,11,1
36971549759,Умные устройства: аппаратная разработка,Москва,2,9,5
36971549759,Умные устройства: аппаратная разработка,Москва,3,3,2
36971549759,Умные устройства: аппаратная разработка,Москва,4,6,0
36971549759,Умные устройства: аппаратная разработка,Москва,5,1,0
36971549759,Умные устройства: аппаратная разработка,Москва,6,1,1
36971549759,Умные устройства: аппаратная разработка,Москва,7,1,1
36971549759,Умные устройства: аппаратная разработка,Москва,8,1,0
36971549759,Умные устройства: аппаратная разработка,Москва,9,1,0
36971549759,Умные устройства: аппаратная разработка,Москва,17,1,0
36971549759,Умные устройства: аппаратная разработка,Москва,20,0,1
36971549759,Умные устройства: аппаратная разработка,Москва,23,1,0
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,1,0,11
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,2,0,3
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,3,0,5
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,4,0,3
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,5,0,2
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,6,0,2
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,8,0,1
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,9,0,1
36634735457,Управление B2C-бизнесом: технологии и инновации,Москва,10,0,1
36634237558,Управление в креативных индустриях,Москва,1,0,9
36634237558,Управление в креативных индустриях,Москва,2,0,7
36634237558,Управление в креативных индустриях,Москва,3,0,11
36634237558,Управление в креативных индустриях,Москва,4,0,5
36634237558,Управление в креативных индустриях,Москва,6,0,1
36634237558,Управление в креативных индустриях,Москва,7,0,1
36634237558,Управление в креативных индустриях,Москва,8,0,1
36634237558,Управление в креативных индустриях,Москва,9,0,1
36634237558,Управление в креативных индустриях,Москва,12,0,1
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,1,8,2
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,2,8,1
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,3,4,2
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,4,4,1
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,5,3,3
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,6,2,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,7,3,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,8,1,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,9,1,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,11,1,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,12,1,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,21,1,0
36634258902,"Управление в сфере науки, технологий и инноваций",Москва,38,1,0
36634231345,Управление и экономика здравоохранения,Москва,1,14,12
36634231345,Управление и экономика здравоохранения,Москва,2,5,3
36634231345,Управление и экономика здравоохранения,Москва,3,2,1
36634231345,Управление и экономика здравоохранения,Москва,4,1,0
36634231345,Управление и экономика здравоохранения,Москва,5,4,0
36634231345,Управление и экономика здравоохранения,Москва,6,1,2
36634231345,Управление и экономика здравоохранения,Москва,7,4,1
36634231345,Управление и экономика здравоохранения,Москва,8,1,1
36634231345,Управление и экономика здравоохранения,Москва,13,1,0
36634231345,Управление и экономика здравоохранения,Москва,27,1,0
36634231345,Управление и экономика здравоохранения,Москва,32,1,0
36634231345,Управление и экономика здравоохранения,Москва,36,1,0
36634231345,Управление и экономика здравоохранения,Москва,40,0,1
36634226310,Управление инновационным бизнесом,Москва,1,0,28
36634226310,Управление инновационным бизнесом,Москва,2,0,8
36634226310,Управление инновационным бизнесом,Москва,3,0,9
36634226310,Управление инновационным бизнесом,Москва,4,0,1
36634226310,Управление инновационным бизнесом,Москва,5,0,2
36634226310,Управление инновационным бизнесом,Москва,6,0,2
36634226310,Управление инновационным бизнесом,Москва,7,0,2
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,1,23,6
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,2,7,2
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,3,4,2
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,4,3,1
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,5,1,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,6,3,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,7,2,1
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,8,1,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,9,1,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,11,1,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,14,0,1
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,18,1,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,19,1,0
36634229182,"Управление исследованиями, разработками и инновациями в компании",Москва,21,1,0
36634185339,Управление низкоуглеродным развитием,Москва,1,8,0
36634185339,Управление низкоуглеродным развитием,Москва,2,3,0
36634856404,Управление продуктом в ИТ-бизнесе,Москва,1,0,40
36634856404,Управление продуктом в ИТ-бизнесе,Москва,2,0,12
36634856404,Управление продуктом в ИТ-бизнесе,Москва,3,0,9
36634856404,Управление продуктом в ИТ-бизнесе,Москва,4,0,3
36634856404,Управление продуктом в ИТ-бизнесе,Москва,5,0,2
36634856404,Управление продуктом в ИТ-бизнесе,Москва,6,0,2
36634856404,Управление продуктом в ИТ-бизнесе,Москва,7,0,2
36634856404,Управление продуктом в ИТ-бизнесе,Москва,8,0,1
36634856404,Управление продуктом в ИТ-бизнесе,Москва,9,0,1
36634856404,Управление продуктом в ИТ-бизнесе,Москва,14,0,1
36634856404,Управление продуктом в ИТ-бизнесе,Москва,18,0,1
36634184999,Управление пространственным развитием городов,Москва,1,36,11
36634184999,Управление пространственным развитием городов,Москва,2,4,3
36634184999,Управление пространственным развитием городов,Москва,3,2,0
36634184999,Управление пространственным развитием городов,Москва,4,1,0
36634184999,Управление пространственным развитием городов,Москва,5,2,1
36634184999,Управление пространственным развитием городов,Москва,6,1,0
36634184999,Управление пространственным развитием городов,Москва,10,2,0
36634184999,Управление пространственным развитием городов,Москва,15,1,0
36634184999,Управление пространственным развитием городов,Москва,20,1,0
36634877567,Управление стратегическими коммуникациями,Москва,1,0,14
36634877567,Управление стратегическими коммуникациями,Москва,2,0,6
36634877567,Управление стратегическими коммуникациями,Москва,3,0,5
36634877567,Управление стратегическими коммуникациями,Москва,4,0,2
36634877567,Управление стратегическими коммуникациями,Москва,5,0,1
36634877567,Управление стратегическими коммуникациями,Москва,6,0,1
36634877567,Управление стратегическими коммуникациями,Москва,10,0,1
36634877567,Управление стратегическими коммуникациями,Москва,16,0,1
36634877567,Управление стратегическими коммуникациями,Москва,19,0,1
36634397148,Управление цифровым продуктом,Москва,1,0,36
36634397148,Управление цифровым продуктом,Москва,2,0,10
36634397148,Управление цифровым продуктом,Москва,3,0,11
36634397148,Управление цифровым продуктом,Москва,4,0,8
36634397148,Управление цифровым продуктом,Москва,5,0,6
36634397148,Управление цифровым продуктом,Москва,6,0,2
36634397148,Управление цифровым продуктом,Москва,8,0,1
36634397148,Управление цифровым продуктом,Москва,10,0,1
36634397148,Управление цифровым продуктом,Москва,11,0,1
36634397148,Управление цифровым продуктом,Москва,16,0,1
36634774098,Фармправо и здравоохранение,Москва,1,13,3
36634774098,Фармправо и здравоохранение,Москва,2,6,0
36634774098,Фармправо и здравоохранение,Москва,3,5,1
36634774098,Фармправо и здравоохранение,Москва,4,2,0
36634774098,Фармправо и здравоохранение,Москва,5,6,0
36634774098,Фармправо и здравоохранение,Москва,6,0,2
36634774098,Фармправо и здравоохранение,Москва,7,1,0
36634774098,Фармправо и здравоохранение,Москва,8,3,2
36634774098,Фармправо и здравоохранение,Москва,9,3,0
36634774098,Фармправо и здравоохранение,Москва,10,1,1
36634774098,Фармправо и здравоохранение,Москва,12,1,0
36634774098,Фармправо и здравоохранение,Москва,16,1,0
36634774098,Фармправо и здравоохранение,Москва,18,0,1
36634774098,Фармправо и здравоохранение,Москва,33,1,0
36634183987,Физика,Москва,1,12,2
36704609990,Физика,НИУ ВШЭ - Санкт-Петербург,1,5,0
36634183987,Физика,Москва,2,2,0
36704609990,Физика,НИУ ВШЭ - Санкт-Петербург,2,3,0
36634183987,Физика,Москва,3,3,0
36704609990,Физика,НИУ ВШЭ - Санкт-Петербург,3,0,1
36634183987,Физика,Москва,4,5,2
36634183987,Физика,Москва,14,1,0
36936823912,Филологические исследования,Москва,1,11,3
36936823912,Филологические исследования,Москва,2,8,1
36936823912,Филологические исследования,Москва,4,1,1
36936823912,Филологические исследования,Москва,6,1,1
36936823912,Филологические исследования,Москва,7,1,0
36936823912,Филологические исследования,Москва,10,0,1
36936823912,Филологические исследования,Москва,14,1,0
36635049966,Философские исследования,Москва,1,12,4
36635049966,Философские исследования,Москва,2,4,1
36635049966,Философские исследования,Москва,3,3,0
36635049966,Философские исследования,Москва,5,2,1
36635049966,Философские исследования,Москва,6,1,0
36635049966,Философские исследования,Москва,7,1,1
36635049966,Философские исследования,Москва,9,1,0
36635049966,Философские исследования,Москва,10,0,1
36635049966,Философские исследования,Москва,12,0,1
36635049966,Философские исследования,Москва,14,2,0
36635049966,Философские исследования,Москва,18,1,0
36634718779,Финансовая экономика,Москва,1,16,3
36634718779,Финансовая экономика,Москва,2,17,9
36634718779,Финансовая экономика,Москва,3,10,3
36634718779,Финансовая экономика,Москва,4,6,2
36634718779,Финансовая экономика,Москва,5,5,2
36634718779,Финансовая экономика,Москва,6,5,0
36634718779,Финансовая экономика,Москва,7,3,3
36634718779,Финансовая экономика,Москва,8,1,1
36634718779,Финансовая экономика,Москва,9,1,0
36634718779,Финансовая экономика,Москва,10,0,1
36634718779,Финансовая экономика,Москва,12,0,1
36634718779,Финансовая экономика,Москва,13,1,0
36634718779,Финансовая экономика,Москва,18,1,0
36634718779,Финансовая экономика,Москва,19,1,0
36634718779,Финансовая экономика,Москва,27,1,0
36634718779,Финансовая экономика,Москва,39,0,1
36634801233,Финансовые рынки и финансовые институты,Москва,1,37,14
36634801233,Финансовые рынки и финансовые институты,Москва,2,19,5
36634801233,Финансовые рынки и финансовые институты,Москва,3,8,3
36634801233,Финансовые рынки и финансовые институты,Москва,4,6,4
36634801233,Финансовые рынки и финансовые институты,Москва,5,5,4
36634801233,Финансовые рынки и финансовые институты,Москва,6,3,1
36634801233,Финансовые рынки и финансовые институты,Москва,7,4,0
36634801233,Финансовые рынки и финансовые институты,Москва,8,2,3
36634801233,Финансовые рынки и финансовые институты,Москва,9,1,1
36634801233,Финансовые рынки и финансовые институты,Москва,10,1,0
36634801233,Финансовые рынки и финансовые институты,Москва,11,1,0
36634801233,Финансовые рынки и финансовые институты,Москва,12,1,0
36634801233,Финансовые рынки и финансовые институты,Москва,14,1,0
36634801233,Финансовые рынки и финансовые институты,Москва,22,1,0
36634801233,Финансовые рынки и финансовые институты,Москва,23,1,0
36634183392,Финансовые технологии и анализ данных,Москва,1,0,27
36634183392,Финансовые технологии и анализ данных,Москва,2,0,10
36634183392,Финансовые технологии и анализ данных,Москва,3,0,4
36634183392,Финансовые технологии и анализ данных,Москва,4,0,4
36634183392,Финансовые технологии и анализ данных,Москва,5,0,4
36634183392,Финансовые технологии и анализ данных,Москва,6,0,3
36634183392,Финансовые технологии и анализ данных,Москва,7,0,3
36634183392,Финансовые технологии и анализ данных,Москва,8,0,2
36634183392,Финансовые технологии и анализ данных,Москва,10,0,1
36634183392,Финансовые технологии и анализ данных,Москва,16,0,1
36634796161,Финансовый аналитик,Москва,1,0,16
36634796161,Финансовый аналитик,Москва,2,0,6
36634796161,Финансовый аналитик,Москва,3,0,6
36634796161,Финансовый аналитик,Москва,4,0,3
36634796161,Финансовый аналитик,Москва,6,0,2
36634796161,Финансовый аналитик,Москва,7,0,1
36634796161,Финансовый аналитик,Москва,8,0,1
36634796161,Финансовый аналитик,Москва,12,0,1
36634798363,Финансовый инжиниринг,Москва,1,0,9
36634798363,Финансовый инжиниринг,Москва,2,0,5
36634798363,Финансовый инжиниринг,Москва,3,0,1
36634798363,Финансовый инжиниринг,Москва,4,0,2
36634798363,Финансовый инжиниринг,Москва,5,0,1
36634798363,Финансовый инжиниринг,Москва,6,0,1
36634798363,Финансовый инжиниринг,Москва,9,0,1
36634798363,Финансовый инжиниринг,Москва,14,0,1
36634795496,Финансы,Москва,1,0,20
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,1,15,5
36634795496,Финансы,Москва,2,0,10
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,2,9,6
36634795496,Финансы,Москва,3,0,10
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,3,5,3
36634795496,Финансы,Москва,4,0,6
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,4,3,1
36634795496,Финансы,Москва,5,0,3
36634795496,Финансы,Москва,6,0,4
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,6,2,0
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,8,1,0
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,11,1,0
36634795496,Финансы,Москва,13,0,1
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,15,1,0
36634795496,Финансы,Москва,20,0,1
36704610744,Финансы,НИУ ВШЭ - Санкт-Петербург,46,1,0
36634184189,Химия молекулярных систем и материалов,Москва,1,15,3
36634184189,Химия молекулярных систем и материалов,Москва,2,2,0
36634184189,Химия молекулярных систем и материалов,Москва,3,1,0
36634184189,Химия молекулярных систем и материалов,Москва,4,1,0
36634184189,Химия молекулярных систем и материалов,Москва,5,1,0
36634184189,Химия молекулярных систем и материалов,Москва,11,1,0
36634185785,Цифровая инженерия для компьютерных игр,Москва,1,0,1
36634185785,Цифровая инженерия для компьютерных игр,Москва,2,0,1
36634185785,Цифровая инженерия для компьютерных игр,Москва,6,0,1
36634185785,Цифровая инженерия для компьютерных игр,Москва,21,0,1
36634184649,Цифровая урбанистика и аналитика города,Москва,1,0,14
36634184649,Цифровая урбанистика и аналитика города,Москва,2,0,3
36634184649,Цифровая урбанистика и аналитика города,Москва,3,0,2
36634184649,Цифровая урбанистика и аналитика города,Москва,4,0,1
36634184649,Цифровая урбанистика и аналитика города,Москва,8,0,1
36634771142,Цифровое право,Москва,1,28,15
36634771142,Цифровое право,Москва,2,20,11
36634771142,Цифровое право,Москва,3,5,4
36634771142,Цифровое право,Москва,4,5,1
36634771142,Цифровое право,Москва,5,4,1
36634771142,Цифровое право,Москва,6,3,1
36634771142,Цифровое право,Москва,7,6,0
36634771142,Цифровое право,Москва,8,1,0
36634771142,Цифровое право,Москва,9,1,0
36634771142,Цифровое право,Москва,11,1,0
36634771142,Цифровое право,Москва,17,1,0
36634771142,Цифровое право,Москва,20,0,1
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,1,2,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,2,1,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,3,2,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,4,3,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,5,1,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,6,2,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,9,1,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,11,1,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,13,1,0
36923619805,Цифровой инжиниринг в телекоммуникациях,Москва,15,2,0
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,1,3,0
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,2,10,5
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,3,5,3
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,4,4,1
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,5,3,1
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,6,6,0
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,7,5,2
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,8,2,0
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,9,1,1
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,11,1,0
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,13,1,1
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,17,0,1
