program_id,program_name,campus,priority,n_budget_applicants,n_commercial_applicants
36634882278,Цифровые коммуникации и продуктовая аналитика,Москва,31,1,0
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,1,11,0
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,2,10,4
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,3,4,0
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,4,1,0
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,5,2,2
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,6,2,0
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,7,0,1
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,19,2,0
36923650437,Цифровые технологии в гуманитарных исследованиях,Москва,24,1,0
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,1,23,9
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,2,14,7
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,3,4,2
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,4,1,0
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,5,4,1
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,7,1,0
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,9,1,0
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,13,1,0
36704621942,Экономика и бизнес-консалтинг,НИУ ВШЭ - Санкт-Петербург,41,1,0
36634723090,Экономика и экономическая политика,Москва,1,17,5
36634723090,Экономика и экономическая политика,Москва,2,17,5
36634723090,Экономика и экономическая политика,Москва,3,14,6
36634723090,Экономика и экономическая политика,Москва,4,7,4
36634723090,Экономика и экономическая политика,Москва,5,10,2
36634723090,Экономика и экономическая политика,Москва,6,2,1
36634723090,Экономика и экономическая политика,Москва,7,5,1
36634723090,Экономика и экономическая политика,Москва,8,2,1
36634723090,Экономика и экономическая политика,Москва,9,0,2
36634723090,Экономика и экономическая политика,Москва,10,1,0
36634723090,Экономика и экономическая политика,Москва,14,1,1
36634723090,Экономика и экономическая политика,Москва,18,1,0
36634723090,Экономика и экономическая политика,Москва,29,1,0
36634723090,Экономика и экономическая политика,Москва,36,0,1
36634724644,Экономический анализ,Москва,1,0,37
36634724644,Экономический анализ,Москва,2,0,10
36634724644,Экономический анализ,Москва,3,0,2
36634724644,Экономический анализ,Москва,4,0,3
36634724644,Экономический анализ,Москва,6,0,1
36634724644,Экономический анализ,Москва,7,0,2
36634724644,Экономический анализ,Москва,8,0,3
36634724644,Экономический анализ,Москва,9,0,1
36634724644,Экономический анализ,Москва,13,0,1
36634724644,Экономический анализ,Москва,38,0,1
36634770048,Юрист в бизнесе,Москва,1,31,24
36634770048,Юрист в бизнесе,Москва,2,30,17
36634770048,Юрист в бизнесе,Москва,3,11,10
36634770048,Юрист в бизнесе,Москва,4,9,5
36634770048,Юрист в бизнесе,Москва,5,3,0
36634770048,Юрист в бизнесе,Москва,6,4,2
36634770048,Юрист в бизнесе,Москва,7,1,0
36634770048,Юрист в бизнесе,Москва,8,1,0
36634770048,Юрист в бизнесе,Москва,9,0,1
36634770048,Юрист в бизнесе,Москва,11,2,0
36634770048,Юрист в бизнесе,Москва,13,1,0
36634770048,Юрист в бизнесе,Москва,18,1,0
36634770048,Юрист в бизнесе,Москва,21,0,1
36634770503,Юрист в правосудии,Москва,1,21,5
36634770503,Юрист в правосудии,Москва,2,8,5
36634770503,Юрист в правосудии,Москва,3,6,2
36634770503,Юрист в правосудии,Москва,4,3,3
36634770503,Юрист в правосудии,Москва,5,6,0
36634770503,Юрист в правосудии,Москва,6,6,1
36634770503,Юрист в правосудии,Москва,8,2,0
36634770503,Юрист в правосудии,Москва,11,2,0
36634770503,Юрист в правосудии,Москва,17,1,0
36634770503,Юрист в правосудии,Москва,21,1,0
36634770503,Юрист в правосудии,Москва,25,0,1
36634770807,Юрист мирового финансового рынка,Москва,1,0,8
36634770807,Юрист мирового финансового рынка,Москва,2,0,12
36634770807,Юрист мирового финансового рынка,Москва,3,0,7
36634770807,Юрист мирового финансового рынка,Москва,4,0,2
36634770807,Юрист мирового финансового рынка,Москва,5,0,2
36634770807,Юрист мирового финансового рынка,Москва,9,0,1
36634770807,Юрист мирового финансового рынка,Москва,22,0,1
36704613901,Языковые технологии в бизнесе и образовании,НИУ ВШЭ - Санкт-Петербург,1,13,1
36704613901,Языковые технологии в бизнесе и образовании,НИУ ВШЭ - Санкт-Петербург,2,8,1
36704613901,Языковые технологии в бизнесе и образовании,НИУ ВШЭ - Санкт-Петербург,3,1,0
36704613901,Языковые технологии в бизнесе и образовании,НИУ ВШЭ - Санкт-Петербург,4,1,1
36704613901,Языковые технологии в бизнесе и образовании,НИУ ВШЭ - Санкт-Петербург,6,0,1
